City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
499,Aguas Verdes,PE,71.4,light rain,-3.4814,-80.245,Sol Del Sur Hotel
500,Manta,EC,73.18,overcast clouds,-0.95,-80.7333,Balandra Hotel
503,Kirakira,SB,82.24,light rain,-10.4544,161.9205,SanBiz Lodge
505,Turtas,RU,68.99,broken clouds,58.9417,69.1325,Domashnyaya Gostinitsa
507,Barauna,BR,73.22,broken clouds,-5.08,-37.6167,Pousada Rancho do Sabiá
508,Kutum,SD,73.6,few clouds,14.2,24.6667,Dibbo areaمنطقة دبو
509,Tashara,RU,72.23,clear sky,55.5195,83.5094,
510,Macas,EC,66.49,light rain,-2.3167,-78.1167,Casa Upano - Guesthouse & Sanctuary
511,Thiruvananthapuram,IN,85.98,few clouds,8.4833,76.9167,Hotel Residency Tower
512,Khowst,AF,87.4,clear sky,33.3833,69.8833,وچه خوړه،Wacha Khwara
513,Sarangani,PH,83.39,light rain,5.4033,125.4636,Ballistic Islet
516,Kimbe,PG,83.7,light rain,-5.5502,150.1429,Kimbe Bay Hotel
517,Taltal,CL,60.01,clear sky,-25.4,-70.4833,Residencial Karime
519,San Cristobal,VE,65.71,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
521,Mount Isa,AU,78.57,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
525,Riberalta,BO,72.27,clear sky,-10.9833,-66.1,Hotel Colonial
527,Camocim,BR,75.2,few clouds,-2.9022,-40.8411,Hotel Ilha do Amor
528,Kudahuvadhoo,MV,83.28,scattered clouds,2.6708,72.8944,Niyama Private Islands Maldives
531,Izumo,JP,87.75,broken clouds,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
532,Zeya,RU,84.47,few clouds,53.75,127.2667,Kapital Inn
533,El Cobre,CU,78.24,few clouds,20.0489,-75.9469,Hotel El Cobre
534,Kalemie,CD,71.73,light rain,-5.9475,29.1947,Mahobilali
535,Melilla,ES,66.58,clear sky,35.2937,-2.9383,Hotel Nacional
537,Malatya,TR,60.85,clear sky,38.5,38.0,
539,Mayo,US,80.56,clear sky,38.8876,-76.5119,Resorts Resource Group International
540,Gat,IL,72.39,clear sky,31.61,34.7642,OlusHome
542,Kirkland Lake,CA,74.23,scattered clouds,48.1446,-80.0377,Comfort Inn
543,Vyskov,CZ,62.01,clear sky,49.2775,16.999,Hotel Selský dvůr
545,Batavia,US,80.58,broken clouds,41.85,-88.3126,Comfort Inn & Suites Geneva - West Chicago
547,Beloha,MG,60.69,clear sky,-25.1667,45.05,
548,Sao Felix Do Xingu,BR,73.06,broken clouds,-6.6447,-51.995,Rio Xingu Camping
549,Emporia,US,71.8,clear sky,38.4039,-96.1817,Candlewood Suites Emporia
550,Chandvad,IN,79.29,broken clouds,20.3333,74.25,Hotel nisarg & lodging
552,Gorele,TR,63.84,clear sky,41.0308,39.0031,Görele Öğretmenevi
554,Charyshskoye,RU,67.57,clear sky,51.3978,83.5598,Gostinitsa Charysh
555,Buraydah,SA,88.25,scattered clouds,26.326,43.975,فندق راحة السلام
558,Bagdarin,RU,60.3,overcast clouds,54.4333,113.6,Gostevoy Dom Terem
559,Kedrovyy,RU,63.01,overcast clouds,56.1667,91.8167,
561,Sibiti,CG,67.15,scattered clouds,-3.6819,13.3499,"LE PAPYRUS (hôtel, bar et restaurant)"
563,Kupino,RU,71.96,clear sky,54.3663,77.2981,Hotel Sibiria Inn
564,Sabana De Torres,CO,75.02,heavy intensity rain,7.3915,-73.4957,Hotel el Milagro
565,Brisbane,AU,73.36,few clouds,-27.4679,153.0281,Royal On The Park Brisbane
566,Jamame,SO,75.43,broken clouds,0.0722,42.7506,
567,Nouakchott,MR,76.93,clear sky,18.0858,-15.9785,HOTEL IMAN فندق إيمان
568,Santa Maria Da Vitoria,BR,67.87,scattered clouds,-13.3947,-44.1886,Pousada Rio Current
571,Santa Cruz,BO,65.66,overcast clouds,-17.8,-63.1667,Aviador Hotel Boutique
572,Helong,CN,66.85,scattered clouds,42.5397,128.9972,Helong Hotel
573,Pontes E Lacerda,BR,74.41,broken clouds,-15.2261,-59.3353,Hotel Bressan
574,Kandi,BJ,76.15,broken clouds,11.1342,2.9386,Baric Motel De Kandi
575,Nelson Bay,AU,68.76,broken clouds,-32.7167,152.15,Mantra Nelson Bay
576,Iasmos,GR,72.27,overcast clouds,41.1333,25.1833,Χώρος Δασικής Αναψυχής
577,Acaponeta,MX,79.45,clear sky,22.4964,-105.3594,Hotel Casa Blanca
579,Jiaocheng,CN,89.6,few clouds,24.6774,116.1389,Changtan Tourism Resort
580,Camopi,GF,71.11,overcast clouds,3.1655,-52.3158,
582,Iquique,CL,60.84,overcast clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
584,Fairbanks,US,70.14,clear sky,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
585,Rincon,US,80.51,overcast clouds,32.296,-81.2354,Days Inn Rincon
587,Praia Da Vitoria,PT,63.75,scattered clouds,38.7333,-27.0667,Hotel Branco I
588,Torbat-E Jam,IR,83.43,clear sky,35.244,60.6225,White building
592,Merrill,US,78.57,clear sky,45.1805,-89.6835,Prairie Motel
593,Hervey Bay,AU,68.83,overcast clouds,-25.2986,152.8535,Shelly Bay Resort
594,Darlawn,IN,78.6,overcast clouds,24.0167,92.9,BNRGSK BUILDING
595,Schwaigern,DE,61.9,overcast clouds,49.1439,9.055,Gästehaus Phönix
597,Bodden Town,KY,82.92,few clouds,19.2833,-81.25,Will T Place
599,Along,IN,73.18,overcast clouds,28.1667,94.7667,Hotel West
600,Mandurah,AU,63.21,overcast clouds,-32.55,115.7,Atrium Hotel Mandurah
602,Port Macquarie,AU,67.96,scattered clouds,-31.4333,152.9167,Rydges Port Macquarie
604,Hobyo,SO,79.11,clear sky,5.3505,48.5268,Halane Hotel and Restaurent
605,Karatau,KZ,85.1,clear sky,43.1667,70.4667,Gor.bol'nitsa
606,Pappayiannis,GR,64.54,broken clouds,40.8333,21.5,
610,Abu Samrah,SY,67.64,clear sky,35.3029,37.1841,
611,Port Hedland,AU,87.85,scattered clouds,-20.3167,118.5667,The Esplanade Hotel
613,Tezu,IN,75.47,overcast clouds,27.9167,96.1667,Circuit House
614,Noumea,NC,73.38,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
615,Guanica,PR,77.95,overcast clouds,17.9716,-66.908,Copamarina Beach Resort & Spa
616,Jalu,LY,71.2,clear sky,29.0331,21.5482,صاحبة الفخامة
618,Kantunilkin,MX,82.24,scattered clouds,21.0917,-87.45,Posada Paraiso
620,Mineros,BO,67.59,scattered clouds,-17.1167,-63.2333,Colpacaranda Eco Resort
621,Camana,PE,62.98,broken clouds,-16.6228,-72.7111,Hostal Morales
623,Uri,IN,81.9,clear sky,34.0833,74.0333,Hotel Uri Hills
625,Mayumba,GA,74.71,overcast clouds,-3.432,10.6554,LIKWALE LODGE
629,Puerto Quijarro,BO,74.66,broken clouds,-17.7833,-57.7667,Hotel palance
630,Nara,JP,86.92,overcast clouds,34.6851,135.8049,Guesthouse Nara Komachi
632,La Macarena,CO,71.1,overcast clouds,2.1837,-73.7849,Hotel Punto Verde
633,Bakchar,RU,66.0,broken clouds,57.0186,82.0711,Kristina
634,Emba,KZ,68.14,overcast clouds,48.8264,58.1442,
635,Santa Isabel Do Rio Negro,BR,77.97,overcast clouds,-0.4139,-65.0192,Hotel GSA
636,Weihai,CN,77.04,overcast clouds,37.5017,122.1136,Beihai Travel Resort
637,Namtsy,RU,60.91,overcast clouds,62.7161,129.6658,"""Эңсиэли Киин"""
638,Kloulklubed,PW,79.3,light rain,7.0419,134.2556,Storyboard Beach Resort
639,Sorokino,RU,67.3,clear sky,53.75,84.9167,Uyt Inn
640,Mao,ES,63.16,clear sky,39.8885,4.2658,ARTIEM Capri
641,Niscemi,IT,61.36,overcast clouds,37.1486,14.3913,Casa P&G
642,Bud,US,72.86,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
643,Himare,AL,70.43,clear sky,40.1017,19.7447,Hotel Dhima
644,Camacha,PT,63.36,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
646,Porterville,US,83.48,clear sky,36.0652,-119.0168,"Holiday Inn Express & Suites Porterville, an IHG Hotel"
648,Basco,PH,83.43,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
649,Karlshamn,SE,60.91,overcast clouds,56.1706,14.8619,Port Hotel AB
650,Alice Springs,AU,74.21,few clouds,-23.7,133.8833,Desert Palms Alice Springs
651,Silikatnyy,RU,69.12,overcast clouds,53.9896,48.3275,
652,San Roque,ES,65.23,broken clouds,36.2107,-5.3842,Hotel Guadacorte Park
653,Mandera,KE,76.84,broken clouds,3.9366,41.867,Kornesh Hotel and Lodging
654,Abha,SA,70.05,clear sky,18.2164,42.5053,Abha Hotel
655,Ixtapa,MX,82.22,clear sky,20.7,-105.2,Hotel Plaza Providencia
656,Puerto Escondido,MX,83.32,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
657,Tikrit,IQ,83.48,clear sky,34.6071,43.6782,فندق تكريت بلازا
658,Maragogi,BR,74.35,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
659,Serov,RU,64.69,few clouds,59.6033,60.5787,Five Stars Hotel
660,Korla,CN,81.34,scattered clouds,41.7597,86.1469,Gulisitan Hotel
661,Alyangula,AU,82.27,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
662,Bairiki,KI,84.2,broken clouds,1.3292,172.9752,Tarawa Boutique Hotel
663,Bonfim,BR,75.2,scattered clouds,3.0833,-59.95,
664,Paka,MY,89.53,few clouds,4.6374,103.4368,RUMBIA RESORT VILLA
666,Saint-Joseph,RE,70.16,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
668,Thinadhoo,MV,83.39,broken clouds,0.5333,72.9333,
669,Santa Rosalia,MX,80.42,broken clouds,27.3167,-112.2833,Hotel Las Casitas Santa Rosalia
670,Itarema,BR,75.92,few clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
673,Wagga Wagga,AU,60.6,scattered clouds,-35.1167,147.3667,The Club Motel and Apartments
674,Ankazoabo,MG,60.01,few clouds,-22.2833,44.5167,ENCEIN BUREAU CISCO
675,Tual,ID,81.39,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
676,Puerto Cabello,VE,77.95,overcast clouds,10.4731,-68.0125,Hotel Cumboto
678,Point Pleasant,US,80.94,clear sky,40.0832,-74.0682,Point Pleasant Manor
680,Carutapera,BR,74.73,few clouds,-1.195,-46.02,Lidera
681,Damghan,IR,77.52,clear sky,36.1683,54.348,خوابگاه اساتيد دانشگاه دامغان
682,Yaan,NG,73.47,overcast clouds,7.3833,8.5667,
683,Mulege,MX,82.69,scattered clouds,26.8833,-111.9833,Casa Granada
684,Lima,PE,63.14,overcast clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
688,Jalpan,MX,77.13,overcast clouds,21.2333,-99.4833,Hotel Mision Jalpan
689,Contamana,PE,72.52,overcast clouds,-7.3333,-75.0167,Shiringal Touristic Park
691,Panzhihua,CN,75.15,overcast clouds,26.5851,101.7128,Electric Power Hotel
694,Ikryanoye,RU,71.58,overcast clouds,46.0932,47.7308,Hotel Magnolia
695,Liyang,CN,87.53,overcast clouds,29.7057,118.2862,Hui Boutique Hotel
696,Laguna,US,79.12,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
698,Belle Glade,US,82.42,overcast clouds,26.6845,-80.6676,Mid-City Trailer Park
699,Tonantins,BR,73.6,scattered clouds,-2.8731,-67.8022,Hotel Rei Davi
700,Manowa,SL,72.86,overcast clouds,8.1667,-10.75,
701,Abidjan,CI,78.76,light rain,5.3094,-4.0197,ibis Abidjan Plateau
702,Quatre Cocos,MU,76.08,broken clouds,-20.2078,57.7625,Emeraude Beach Attitude Hotel
704,Porto Tolle,IT,66.22,overcast clouds,44.9497,12.3245,Klaus sas di Boscolo Claudio & c.
706,Guasdualito,VE,70.45,overcast clouds,7.2424,-70.7324,Hotel Cuibas
708,Aden,YE,87.42,scattered clouds,12.7794,45.0367,Sama Emirate Hotel
709,Khargone,IN,87.85,overcast clouds,21.8167,75.6,Vallabha Hotel
