City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
138,Marawi,PH,81.75,broken clouds,7.9986,124.2928,Derogongan Residence
140,Apricena,IT,64.22,light rain,41.7839,15.4437,Bed & Breakfast CORSO ROMA
141,Matay,EG,67.24,clear sky,28.419,30.7792,Nag Aespen
144,Cururupu,BR,73.29,scattered clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
145,Pala,TD,75.13,overcast clouds,9.3642,14.9046,Nectar Hôtel de Pala
146,Victoria,HK,89.65,broken clouds,22.2855,114.1577,Mini Hotel Central
147,Vero Beach,US,81.0,clear sky,27.6386,-80.3973,Kimpton Vero Beach Hotel & Spa
148,Kijang,KR,78.53,clear sky,35.2442,129.2139,Samyang Beach Villa
149,Anzio,IT,62.44,overcast clouds,41.4853,12.6179,Beauty Hotel & SPA
150,Salalah,OM,84.29,broken clouds,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
153,Hambantota,LK,85.37,overcast clouds,6.1241,81.1185,Bungalow 63
154,Ugoofaaru,MV,82.54,overcast clouds,5.6667,73.0,Ungoofaaru Inn
155,Grand Gaube,MU,76.37,few clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
157,Fereydunshahr,IR,66.33,clear sky,32.941,50.121,موسسه آسمان پرواز پرتیکان
158,Kodiak,US,63.91,clear sky,57.79,-152.4072,Best Western Kodiak Inn And Convention Center
159,Sao Filipe,CV,73.24,clear sky,14.8961,-24.4956,Hotel Xaguate
161,Padang,ID,84.25,clear sky,-0.9492,100.3543,Mercure Padang
162,Atar,MR,88.18,clear sky,20.5169,-13.0499,Oumou Elghoura
164,Karimganj,IN,85.77,broken clouds,24.8667,92.35,Ahar Hotel And Aheli Restaurant
165,Namatanai,PG,83.75,light rain,-3.6667,152.4333,Seagulls Inn Namatani
168,Champaign,US,74.21,clear sky,40.1334,-88.2001,"Comfort Suites Urbana Champaign, University Area"
169,Saint-Philippe,RE,71.15,light rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
170,Kalmunai,LK,86.13,overcast clouds,7.4167,81.8167,VS Villa
172,At-Bashi,KG,62.33,broken clouds,41.1702,75.8106,Hostel At-Bashy
173,Faanui,PF,81.28,scattered clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
174,Atuona,PF,80.22,clear sky,-9.8,-139.0333,Villa Enata
176,Caohe,CN,89.65,overcast clouds,30.2297,115.4335,Ai Jing Hotel
177,San Patricio,US,82.89,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
178,Danilov,RU,63.84,broken clouds,58.1908,40.1717,Sot'.
181,Guerrero Negro,MX,62.69,overcast clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
182,Kavieng,PG,83.32,light rain,-2.5744,150.7967,Nusa Island Retreat
183,Bandarbeyla,SO,81.39,clear sky,9.4942,50.8122,JABIR HOTEL
184,Vanimo,PG,82.18,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
185,Berdsk,RU,73.0,clear sky,54.7551,83.0967,Mini-Hotel Kalinina 9A
186,Tura,IN,84.15,scattered clouds,25.5198,90.2201,Hotel RIKMAN Continental
187,Ahipara,NZ,61.74,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
189,Dingle,PH,87.33,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
190,Pilar,BR,71.53,scattered clouds,-9.5972,-35.9567,Pousada e churrascaria Manguaba
191,Isangel,VU,75.31,broken clouds,-19.55,169.2667,Tanna Lodge
194,Samarai,PG,77.02,overcast clouds,-10.6167,150.6667,Nuli Sapi
195,Shelburne,CA,71.49,few clouds,44.0787,-80.2041,The Retreat at the Farm
199,Yumen,CN,70.27,broken clouds,40.2833,97.2,
200,Souillac,MU,76.35,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
201,Marsa Matruh,EG,69.4,clear sky,31.3525,27.2453,Beau Site
203,Saldanha,ZA,68.05,clear sky,-33.0117,17.9442,Blue Bay Lodge
204,Caldwell,US,66.07,clear sky,43.6629,-116.6874,La Quinta Inn by Wyndham Caldwell
205,Balkhash,KZ,74.01,clear sky,46.844,74.9804,Family
208,Sawtell,AU,70.18,few clouds,-30.3833,153.1,Island Beach House Sawtell
212,Sao Jose Da Coroa Grande,BR,75.06,scattered clouds,-8.8978,-35.1478,Crôa Mares Hotel
214,Sola,VU,80.33,broken clouds,-13.8833,167.55,Leumerus Bungalows
215,Temozon,MX,78.08,broken clouds,20.8,-88.2167,Hotel temozon
216,San Quintin,MX,68.43,scattered clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
218,Camalu,MX,66.88,scattered clouds,30.85,-116.0667,La Cueva del Pirata
219,Wajir,KE,74.79,broken clouds,1.7471,40.0573,Al-bustan Hotel And Restaurant.
220,Alice Town,BS,79.79,overcast clouds,25.7167,-79.3,Bimini Big Game Club Resort & Marina
224,Nantucket,US,70.02,clear sky,41.2835,-70.0995,Jared Coffin House
225,Ribeira Grande,PT,64.99,overcast clouds,38.5167,-28.7,Quinta da Meia Eira
226,Karakol,KG,66.4,overcast clouds,42.4907,78.3936,"Gostinitsa ""Al'tamira"""
227,Kawalu,ID,85.14,broken clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
228,Vila Velha,BR,69.94,clear sky,-20.3297,-40.2925,Quality Suites Vila Velha
231,Pisco,PE,62.65,overcast clouds,-13.7,-76.2167,Hotel San Isidro Oficial
232,Peru,US,75.58,clear sky,40.7537,-86.0689,Cole Porter Inn
235,Aswan,EG,80.29,clear sky,24.0934,32.907,Nuba Nile
236,Osijek,HR,64.42,fog,45.5511,18.6939,Hotel Millennium
237,Suchiate,MX,83.3,scattered clouds,14.55,-92.2167,Suchiate Rainforest ecolodge
238,Zhangjiakou,CN,80.67,overcast clouds,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
240,Vila Franca Do Campo,PT,63.01,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
241,Hekinan,JP,87.28,broken clouds,34.8833,136.9833,Caesar
242,Bilma,NE,84.9,overcast clouds,18.6853,12.9164,Expeditions Ténére voyages
243,Pailon,BO,67.1,scattered clouds,-17.65,-62.75,Alojamiento pailon
248,Broken Hill,AU,62.31,broken clouds,-31.95,141.4333,Royal Exchange Hotel
250,Tessalit,ML,89.62,clear sky,20.1986,1.0114,
251,Pedro Ii,BR,69.1,few clouds,-4.4247,-41.4586,Opala Hotel Pedro II
252,Lensk,RU,60.31,clear sky,60.7253,114.9278,ТинОрС
254,Cidreira,BR,62.29,overcast clouds,-30.1811,-50.2056,Hotel Castelo
255,Buala,SB,83.95,light rain,-8.145,159.5921,Maringe Lagoon Lodge
256,Innisfail,AU,72.81,broken clouds,-17.5333,146.0333,Moondarra Motel
257,Kerema,PG,80.82,light rain,-7.9631,145.7785,Frena Lodge
259,La Seyne-Sur-Mer,FR,65.93,clear sky,43.0982,5.8847,Hôtel Kyriad Prestige TOULON
260,Zinder,NE,82.69,scattered clouds,13.8072,8.9881,Hotel de Ville
261,Takoradi,GH,78.67,light rain,4.8845,-1.7554,Raybow International Hotel
263,Moose Factory,CA,78.8,scattered clouds,51.2585,-80.6094,Moosonee Lilypad
265,Ust-Maya,RU,88.14,overcast clouds,60.4167,134.5333,
270,Santo Domingo,DO,76.03,overcast clouds,18.5001,-69.9886,Cabañas City Heart
271,Arlit,NE,89.47,overcast clouds,18.7369,7.3853,Case de Passage De la Prefecture
272,Acapulco,MX,83.16,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
275,Gaziantep,TR,71.53,clear sky,37.0594,37.3825,Novotel Gaziantep
276,Faya,SA,70.32,clear sky,18.3851,42.4509,مقبرة ال مجمل
277,San Joaquin,US,73.29,clear sky,37.9333,-121.3011,University Plaza Waterfront Hotel
278,Sao Joao Da Barra,BR,72.27,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
279,Kavaratti,IN,82.62,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
280,Micheweni,TZ,77.9,light rain,-4.9667,39.8333,
281,Carlisle,US,78.94,broken clouds,40.2015,-77.1889,Fairfield Inn & Suites by Marriott Carlisle
282,Shimoda,JP,73.76,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
283,Seoul,KR,74.16,light rain,37.5683,126.9778,Lotte Hotel Seoul
284,Lompoc,US,60.39,overcast clouds,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
285,Sechura,PE,69.12,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
286,Maria La Baja,CO,82.24,overcast clouds,9.9832,-75.3016,Hotel Sol Sombra
288,Westport,US,80.37,clear sky,41.1415,-73.3579,The Westport Inn
290,Kasongo,CD,67.57,overcast clouds,-4.45,26.6667,Guest Hôtel
291,Sile,TR,68.67,broken clouds,41.1754,29.6133,Seref Hotel
292,Kahului,US,80.62,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
299,Malakal,SS,77.45,overcast clouds,9.5334,31.6605,Nile Palace Hotel
301,Banda Aceh,ID,85.59,overcast clouds,5.5577,95.3222,Sulthan Hotel International
302,Bonthe,SL,77.92,light rain,7.5264,-12.505,Bonthe Holiday Village
303,Niteroi,BR,72.59,clear sky,-22.8833,-43.1036,Guesthouse
304,Vao,NC,69.73,few clouds,-22.6667,167.4833,Hotel Kou-Bugny
307,Axim,GH,78.3,light rain,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
314,Fairfield,US,77.45,few clouds,41.2668,-73.3162,
315,Labuhan,ID,87.35,overcast clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
322,La Romana,DO,80.33,overcast clouds,18.4273,-68.9728,Casa de Campo Resort and Villas
323,Tianpeng,CN,76.64,overcast clouds,30.9866,103.9393,Shuangliu Love Home Business Hotel
324,Bethel,US,77.29,few clouds,41.3712,-73.414,Courtyard by Marriott Danbury
325,Kasongo-Lunda,CD,64.92,few clouds,-6.4667,16.8167,
327,Katsuura,JP,77.04,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
329,Kerman,IR,84.06,clear sky,30.2832,57.0788,هتل آپارتمان آسام
330,Sakakah,SA,81.97,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
331,Oriximina,BR,77.63,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
332,Palmer,US,75.61,clear sky,42.1584,-72.3287,Wedgewood Motel
333,South Lake Tahoe,US,65.05,clear sky,38.9332,-119.9844,Tahoe Lakeshore Lodge & Spa
334,Makakilo City,US,80.92,light rain,21.3469,-158.0858,Marriott's Ko Olina Beach Club
337,Kushchevskaya,RU,61.86,broken clouds,46.5564,39.6386,Гостевой дом «Татьянин День»
339,Paralimni,CY,74.08,clear sky,35.0375,33.9833,Amore Hotel Apartments
340,Jiwani,PK,84.58,scattered clouds,25.05,61.7417,Al Mumtaz Transport Jiwani
342,Nanakuli,US,82.35,scattered clouds,21.3906,-158.1547,Camp Pālehua
343,Altamira,BR,73.74,overcast clouds,-3.2033,-52.2064,Requinte Hotel
344,Lahat,ID,89.08,clear sky,-3.8,103.5333,Hotel Grand Zuri Lahat by ZHM
345,Naze,JP,77.92,light rain,28.3667,129.4833,奄美ポートタワーホテル
346,Half Moon Bay,US,63.77,haze,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
348,Sioux Lookout,CA,68.38,clear sky,50.1001,-91.917,Knobby's Fly-In Camps
349,Les Cayes,HT,78.39,few clouds,18.2,-73.75,Villa Orphee
350,Chicama,PE,64.62,overcast clouds,-7.8447,-79.1469,Balihai Bungalows
353,Harper,LR,78.49,light rain,4.375,-7.7169,Screensaver
354,Luanda,AO,77.0,broken clouds,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
355,Pokrovskoye,RU,61.72,light rain,47.4157,38.8971,Тихий уголок
356,Mossendjo,CG,67.5,scattered clouds,-2.9506,12.7261,HOTEL D'ASSISE
359,San Francisco,US,65.28,few clouds,37.7749,-122.4194,The Clift Royal Sonesta Hotel
360,Loviisa,FI,65.43,broken clouds,60.4566,26.2251,Loviisa Camping
363,Itoman,JP,86.38,heavy intensity rain,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
364,Elat,IL,73.67,few clouds,29.5581,34.9482,Club Hotel Eilat
366,Cockburn Town,TC,79.74,clear sky,21.4612,-71.1419,Osprey Beach Hotel
368,Sao Raimundo Nonato,BR,71.37,overcast clouds,-9.0153,-42.6994,Real Hotel
370,Bubaque,GW,79.21,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
371,Suez,EG,66.52,clear sky,29.9737,32.5263,Green House
372,Vrangel,RU,64.51,scattered clouds,42.7297,133.0839,"Отель ""БАЛИ"""
373,Puerto Suarez,BO,70.83,scattered clouds,-18.95,-57.8,Hotel casa real
374,Gurupa,BR,75.11,broken clouds,-1.405,-51.64,Residencial DWD
375,Shenjiamen,CN,72.93,broken clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
376,Marquette,US,73.81,clear sky,46.5333,-87.6335,Al Quaal Lodge
380,Lamu,KE,76.77,light rain,-2.2717,40.902,Lamu House
386,Alofi,NU,78.69,clear sky,-19.0595,-169.9187,Taloa Heights
387,Sal Rei,CV,72.16,few clouds,16.1833,-22.9167,Marine Club Beach Resort
388,Mahon,ES,63.16,clear sky,39.8885,4.2658,ARTIEM Capri
389,Antsohihy,MG,73.56,clear sky,-14.8796,47.9875,Hotel de Ville
390,Nouadhibou,MR,67.98,sand,20.931,-17.0347,El Medina
391,Hualmay,PE,63.0,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
392,Lander,US,76.01,clear sky,42.833,-108.7307,"Holiday Inn Express & Suites Lander, an IHG Hotel"
393,Djambala,CG,67.62,scattered clouds,-2.5447,14.7533,Hotel Ravin D'or
394,Torun,PL,60.53,clear sky,53.0137,18.5981,Hotel Mercure Torun Centrum
395,Siddipet,IN,89.69,scattered clouds,18.1,78.85,Roads And Buildings (R&B) Guest House
396,Talara,PE,67.82,overcast clouds,-4.5772,-81.2719,Hostal Oro Negro
397,Gao,ML,85.89,clear sky,16.6362,1.637,
398,Basoko,CD,71.55,overcast clouds,1.2391,23.616,Jackyna Hotel
399,Acajutla,SV,80.8,broken clouds,13.5928,-89.8275,asi es
400,North Platte,US,78.03,clear sky,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
401,Saint Anthony,US,84.22,clear sky,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
402,Iida,JP,82.8,overcast clouds,35.5197,137.8207,ホテルオオハシ飯田
403,Lulea,SE,60.87,clear sky,65.5842,22.1547,Comfort Hotel Arctic
404,Turmalina,BR,60.28,overcast clouds,-17.2856,-42.73,Hotel Cristal
406,Nortelandia,BR,72.66,broken clouds,-14.4547,-56.8028,Hotel Karysmã
408,Razgrad,BG,63.91,clear sky,43.5333,26.5167,Interrum
409,Tazmalt,DZ,62.62,clear sky,36.3868,4.3989,Hôtel Numédia
411,Baghdad,IQ,88.29,clear sky,33.3406,44.4009,Baghdad Hotel
414,Forio,IT,68.81,overcast clouds,40.7342,13.8646,Hotel Terme Providence
415,Asfi,MA,65.55,clear sky,32.2994,-9.2372,Hôtel Abda
416,Gonbad-E Qabus,IR,72.55,scattered clouds,37.25,55.1672,Samin Building
417,Anloga,GH,79.02,light rain,5.7947,0.8973,Pin Drop Hotel
419,Chesma,RU,66.78,broken clouds,53.8111,60.6533,Gostinitsa
420,Capreol,CA,68.92,clear sky,46.706,-80.9225,
421,Casablanca,MA,63.75,clear sky,33.5928,-7.6192,فندق البيت المغربي كازبلانكا
422,Trinidad,BO,70.79,broken clouds,-14.8333,-64.9,Hotel Piesta
424,Hami,CN,78.13,clear sky,42.8,93.45,Laoyutang Resort
425,Jardim,BR,75.63,overcast clouds,-21.4803,-56.1381,Estancia Hotel - Jardim MS
427,Kaeo,NZ,62.33,light rain,-35.1,173.7833,Bushido Lodge
430,Maumere,ID,82.36,broken clouds,-8.6199,122.2111,Sylvia Hotel
432,Barreiras,BR,69.1,overcast clouds,-12.1528,-44.99,Príncipe Hotel
434,Poum,NC,73.62,overcast clouds,-20.2333,164.0167,Gîte kajeon
435,Kachug,RU,60.98,overcast clouds,53.9606,105.8817,"The hotel ""Empire"""
437,Mikkeli,FI,60.91,clear sky,61.6886,27.2723,"Original Sokos Hotel Vaakuna, Mikkeli"
440,Wiarton,CA,75.49,scattered clouds,44.7407,-81.1332,Waterview On The Bay
442,Atasu,KZ,71.04,overcast clouds,48.6814,71.6433,Dostyk
444,Corrales,US,81.63,scattered clouds,35.2378,-106.6067,Quality Inn
445,Yatou,CN,76.51,overcast clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
446,Qiongshan,CN,84.18,moderate rain,20.0058,110.3542,Sun City Restaurant
448,Saint-Pierre,RE,71.24,mist,-21.3393,55.4781,Lindsey Hôtel
450,Gizo,SB,84.92,broken clouds,-8.103,156.8419,Imagination Island
451,Falkenberg,SE,61.97,overcast clouds,56.9055,12.4912,Falkenberg Strandbad
452,Libreville,GA,78.82,light rain,0.3925,9.4537,Hotel Re-Ndama
453,Esenyurt,TR,67.86,broken clouds,41.0333,28.6753,DAB Hotel Esenyurt
454,Black River,JM,80.6,clear sky,18.0264,-77.8487,Idlers' Rest Beach Hotel
455,Charallave,VE,75.47,broken clouds,10.2425,-66.8572,Urbanizacion Casa Real
456,Crestview,US,80.24,light rain,30.7621,-86.5705,"Holiday Inn Express & Suites Crestview South I-10, an IHG Hotel"
457,Semey,KZ,71.82,clear sky,50.4111,80.2275,Grand Hotel Semey
459,College,US,70.12,scattered clouds,64.8569,-147.8028,Pike's Waterfront Lodge
461,Tomohon,ID,76.14,broken clouds,1.3346,124.8392,Gardenia Country Inn
463,Ponta Delgada,PT,63.32,few clouds,37.7333,-25.6667,Vila Nova Hotel
464,Mana,GF,75.6,overcast clouds,5.6592,-53.7767,LE SAMANA
465,Angoche,MZ,72.34,overcast clouds,-16.2325,39.9086,Guest House HESADA
466,Isiro,CD,63.9,overcast clouds,2.7739,27.616,Guest House Hewa Bora
467,Roura,GF,78.96,overcast clouds,4.7263,-52.3274,Amazonie Découverte SARL
468,Yangambi,CD,69.84,light rain,0.8102,24.4336,
469,Nagornyy,RU,72.75,clear sky,52.7959,83.5498,
472,Aquiraz,BR,78.89,scattered clouds,-3.9014,-38.3911,Pousada Rua Camurupim
476,Kefalos,GR,70.02,clear sky,36.7453,26.9589,Kokalakis Hotel
477,Jackson,US,62.47,few clouds,42.4165,-122.8345,Agate Village Apartments
478,Zaysan,KZ,68.22,scattered clouds,47.4667,84.8667,Ерлан үй
479,Ozinki,RU,65.35,overcast clouds,51.1786,49.6769,Korolevskiy Dvor
480,Laredo,US,88.09,clear sky,27.5064,-99.5075,La Posada Hotel
481,Dawei,MM,76.75,overcast clouds,14.0833,98.2,Hotel Dawei
483,Mangrol,IN,86.86,scattered clouds,21.1167,70.1167,Hotel The Royal Honours
484,Plainview,US,82.89,clear sky,40.7765,-73.4673,Four Points by Sheraton Melville Long Island
486,Pitimbu,BR,75.79,few clouds,-7.4706,-34.8086,Reserva do Abiaí
487,San Jose,US,63.46,few clouds,37.3394,-121.895,The Westin San Jose
488,Touros,BR,74.3,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
491,Kenai,US,69.03,clear sky,60.5544,-151.2583,Aspen Extended Stay Suites
492,Pedro Juan Caballero,PY,60.76,mist,-22.5472,-55.7333,Hotel Internacional
493,Churachandpur,IN,74.48,overcast clouds,24.3333,93.6667,Elite Boy's Hostel
495,Lorengau,PG,83.5,scattered clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
